Movies,Ratings,Actor 1,Actor 2,Actor 3,Genres,Synopsis
Cold Skin,5.4,Ray Stevenson,David Oakes,Aura Garrido,"Adventure, Horror, Sci-Fi","Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield to kill again."
Let Me In,5.6,Kodi Smit-McPhee,Chloë Grace Moretz,Richard Jenkins,"Drama, Fantasy, Horror","Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil."
Martyrs,7.1,Morjana Alaoui,Mylène Jampanoï,Catherine Bégin,Horror,"A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity."
The Others,7.6,Nicole Kidman,Christopher Eccleston,Fionnula Flanagan,"Horror, Mystery, Thriller",A woman who lives in a darkened old house with her two photosensitive children becomes convinced that her family home is haunted.
Final Destination,6.7,Devon Sawa,Ali Larter,Kerr Smith,"Horror, Thriller","After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one."
The Babadook,6.8,Essie Davis,Noah Wiseman,Daniel Henshall,"Drama, Horror","A widowed mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her."
Lights Out,6.3,Teresa Palmer,Gabriel Bateman,Maria Bello,Horror,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother."
Constantine,7.6,Harold Perrineau,Charles Halford,Angélica Celaya,"Drama, Fantasy, Horror",A man struggling with his faith who is haunted by the sins of his past is suddenly thrust into the role of defending humanity from the gathering forces of darkness.
Carrie,5.9,Chloë Grace Moretz,Julianne Moore,Gabriella Wilde,"Drama, Horror","A shy girl, outcasted by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom."
Tragedy Girls,6.0,Brianna Hildebrand,Alexandra Shipp,Jack Quaid,"Comedy, Crime, Horror","A twist on the slasher genre, following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy, and cement their legacy as modern horror legends."
Habit,5.5,Jessica Barden,Elliot James Langridge,William Ash,Horror,"Set within the neon drenched rain swept underbelly of Manchester, where the addicted prey on the lost and the lonely."
Train to Busan,7.5,Yoo Gong,Yu-mi Jung,Dong-seok Ma,"Action, Horror, Thriller","While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan."
Creep,6.3,Patrick Brice,Mark Duplass,Angeliki Papoulia,"Horror, Thriller","When a videographer answers a Craigslist ad for a one-day job in a remote mountain town, to video the last messages of a dying man, he finds his client is not at all what he initially seems."
Dogtooth,7.3,Christos Stergioglou,Michele Valley,Ruth Gordon,"Drama, Horror, Thriller","Three teenagers live isolated, without leaving their house, because their over-protective parents say they can only leave when their dogtooth falls out."
Rosemary's Baby,8.0,Mia Farrow,John Cassavetes,Antonio Banderas,"Drama, Horror","A young couple moves in to an apartment only to be surrounded by peculiar neighbors and occurrences. When the wife becomes mysteriously pregnant, paranoia over the safety of her unborn child begins to control her life."
Interview with the Vampire: The Vampire Chronicles,7.6,Brad Pitt,Tom Cruise,Eiza González,"Drama, Horror","A vampire tells his epic life story: love, betrayal, loneliness, and hunger."
From Dusk Till Dawn: The Series,7.0,Zane Holtz,Jesse Garcia,Richard DeManincor,"Action, Crime, Horror",A Texas Ranger is in hot pursuit of the infamous Gecko brothers and their hostages. They all end up trapped in a desert bar secretly run by vampires and discover a vampire conspiracy.
The Evil Dead,7.5,Bruce Campbell,Ellen Sandweiss,Emmanuelle Chriqui,Horror,"Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons."
Wrong Turn,6.1,Eliza Dushku,Jeremy Sisto,James Ransone,Horror,"Six people find themselves trapped in the woods of West Virginia, hunted down by ""cannibalistic mountain men grossly disfigured through generations of in-breeding."""
Sinister,6.8,Ethan Hawke,Juliet Rylance,Michael Trucco,"Horror, Mystery, Thriller",Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s.
Hush,6.6,John Gallagher Jr.,Kate Siegel,Laura San Giacomo,"Horror, Thriller",A deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window.
The Stand,7.2,Molly Ringwald,Jamey Sheridan,John Getz,"Adventure, Drama, Fantasy","After a deadly plague kills most of the world's population, the remaining survivors split into two groups - one led by a benevolent elder and the other by a maleficent being - to face each other in a final battle between good and evil."
The Fly,7.5,Jeff Goldblum,Geena Davis,Jonathan Breck,"Drama, Horror, Sci-Fi",A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.
Jeepers Creepers,6.2,Gina Philips,Justin Long,Keke Palmer,"Horror, Mystery",A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.
Scream Queens,7.1,Lea Michele,Abigail Breslin,Gemma Ward,"Comedy, Horror, Mystery","A semi-anthology series that centers on returning characters being terrorized by a serial killer in different locations, including a university and a hospital."
The Strangers,6.2,Scott Speedman,Liv Tyler,Charles Durning,"Horror, Mystery, Thriller",A young couple staying in an isolated vacation home are terrorized by three unknown assailants.
Sisters,7.0,Margot Kidder,Jennifer Salt,Odeya Rush,"Horror, Mystery, Thriller","A journalist witnesses a brutal murder in a neighboring apartment, but the police do not believe that the crime took place. With the help of a private detective, she seeks out the truth."
Goosebumps,6.3,Jack Black,Dylan Minnette,Jeannine Taylor,"Adventure, Comedy, Family","A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware."
Friday the 13th,6.5,Betsy Palmer,Adrienne King,Ophelia Lovibond,"Horror, Mystery, Thriller","A group of camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp which, years before, was the site of a child's drowning."
The Autopsy of Jane Doe,6.8,Brian Cox,Emile Hirsch,Josh Brolin,"Horror, Mystery, Thriller","A father and son, both coroners, are pulled into a complex mystery while attempting to identify the body of a young woman, who was apparently harboring dark secrets."
Hollow Man,5.7,Kevin Bacon,Elisabeth Shue,Sean Bean,"Action, Horror, Sci-Fi","When the leader of a team of scientists volunteers to be the test subject for their experiment in human invisibility, he slowly unravels and turns against them, with horrific consequences."
Silent Hill,6.6,Radha Mitchell,Laurie Holden,Alan Rickman,Horror,"A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill."
Sweeney Todd: The Demon Barber of Fleet Street,7.4,Johnny Depp,Helena Bonham Carter,Matt Frewer,"Drama, Horror, Musical","The infamous story of Benjamin Barker, aka Sweeney Todd, who sets up a barber shop in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett."
Castlevania,8.0,James Callis,Alejandra Reynoso,Adria Arjona,"Animation, Action, Adventure",A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.
The Belko Experiment,6.1,John Gallagher Jr.,Tony Goldwyn,Jessica Lucas,"Action, Horror, Thriller","In a twisted social experiment, eighty Americans are locked in their high-rise corporate office in Bogotá, Colombia, and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed."
Evil Dead,6.5,Jane Levy,Shiloh Fernandez,Alia Shawkat,"Fantasy, Horror, Thriller","Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods."
Green Room,7.0,Anton Yelchin,Imogen Poots,Johnny Depp,"Crime, Horror, Thriller",A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.
Yoga Hosers,4.3,Lily-Rose Depp,Harley Quinn Smith,Ryan McCluskey,"Comedy, Fantasy, Horror",Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.
Resident Evil,6.7,Milla Jovovich,Michelle Rodriguez,Charles Dance,"Action, Horror, Sci-Fi","A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident."
Alien³,6.4,Sigourney Weaver,Charles S. Dutton,Adeel Akhtar,"Action, Horror, Sci-Fi","After her last encounter, Ellen Ripley crash-lands on Fiorina 161, a maximum security prison. When a series of strange and deadly events occur shortly after her arrival, Ripley realizes that she brought along an unwelcome visitor."
Ghosted,6.3,Craig Robinson,Ally Walker,Meg Foster,"Comedy, Fantasy, Horror",A skeptical tough ex-cop is forced to team up with a nerdy scientist and firm believer of the paranormal. They must help a secret L.A.-based government agency deal with unexplained and paranormal occurrences.
They Live,7.3,Roddy Piper,Keith David,Joan Allen,"Action, Horror, Sci-Fi",A drifter discovers a pair of sunglasses that allow him to wake up to the fact that aliens have taken over the Earth.
Manhunter,7.2,William Petersen,Kim Greist,Briana Buckmaster,"Crime, Horror, Mystery","Former FBI profiler Will Graham returns to service to pursue a deranged serial murderer named ""the Tooth Fairy"" by the media."
Wayward Sisters,5.6,Kim Rhodes,Clark Backo,Derek Mears,"Action, Fantasy, Horror",Jody Mills helps train young women to be hunters.
Friday the 13th,5.5,Jared Padalecki,Amanda Righetti,Richard Dreyfuss,Horror,"A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions."
Piranha 3D,7.0,Elisabeth Shue,Jerry O'Connell,Ashley Laurence,"Comedy, Horror, Thriller","After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents."
Hellraiser,5.8,Andrew Robinson,Clare Higgins,Jack Huston,"Horror, Thriller",An unfaithful wife encounters the zombie of her dead lover; the demonic cenobites are pursuing him after he escaped their sadomasochistic underworld.
Zombieland 2,6.2,Lily James,Sam Riley,Dominique Pinon,"Action, Comedy, Horror",The plot is unknown at this time.
Pride and Prejudice and Zombies,5.3,Sigourney Weaver,Winona Ryder,Toby Hemingway,"Action, Horror, Romance",Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.
Alien: Resurrection,6.2,Steven Strait,Sebastian Stan,Megan Charpentier,"Action, Horror, Sci-Fi","200 years after her death, Ellen Ripley is revived as a powerful human/alien hybrid clone who must continue her battle against the aliens. Along with a crew of space pirates, Ripley must also prevent the deadly aliens from reaching Earth."
The Hills Have Eyes,6.4,Ted Levine,Kathleen Quinlan,Dan Byrd,"Horror, Thriller","A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization."
Hotel Transylvania,7.1,Adam Sandler,Kevin James,Andy Samberg,"Animation, Comedy, Family","Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter."
